authors,ratings,comments
Raj Sri,5.0,"The best show ever... It's more than just a show for me. Was in depression and didn't show up to family and friends for long time. This show made me laugh with lot of emotions and helped me enjoy life. Thanks ""Friends"" team.. Watching many series.. But whenever in sad mood this is the only show that cheers me up.."
Archana Agrawal,0.0,"Could any be more Hilarious? I think I Know!! It can't ever be! , Epic content, Best one liners , Fabulous cast and most importantly the show has such a comferting feel that it rejuvenates and heals ur heart if u r sad and makes merrier if u are already happy , I am sure that this show will become ur Lobster too!!"
Saurabh Satyarth,5.0,"Ohh, It was heart touching in the end, It was like you should been born with the series. A great series that last for 10 years, All the characters were like they were your friends. They did all the fun, romance, flirting, chilling, break up, love, sex, and what more! cant describe, How it end,"
Marie M,0.0,"Hi I’m marie and I’m 10 and freinds is one of the best tv shows I ever seen and I feel like the show just makes you see how much freindship is worth so I’m here to I LOVE THIS SHOW I have been watching this my hole life and I am so sad that it ended it’s so hard to believe that this was 20 years ago i was actually watching it then I thought to give my thoughts to everyone for people that have not watched it yet so if you have not PLEASE GO WATCH THIS SHOW so yea I hope if you just started watching this funny,loving,happy, tv show you love it just as much as me and the people I saw writing there thoughts so yea bye!!!😊"
Dhivani Baj,5.0,"This is like my comfort show when I want to watch something as i eat my food, or want to watch something after a hectic day or when I can’t find anything to watch, i quickly put on a episode and chill💖✨ definitely recommended 💯 the best sitcom ever!!! This show just brings me ton of memories and this makes me feel at ease."
Shashikant Tiwary,0.0,"This is the best TV show I have watched .I just finished the last season and it was very emotional . All the characters are awesome . It was my daily routine to watch the series and the got to work .Love you Ross ,Rachel ,Joey , Chandler ,Monica and Phoebe oh I forgot to mention Emma +Ben. Please make a Movie on Friends"
Mavis Rosuman,5.0,"There's something really special about this sitcom that really holds a special place in my heart.

Ross. Rachel. Monica. Chandler. Phoebe. Joey. All six of them are the definition of a friend squad that I would really love and eager to join when I have no-one-to-talk-to-kinda-thing.

I don't think the plot matters here whatsoever. But this show just made the iconic characters memorable and easily lovable."
Kiara Lee,5.0,"My favourite show in the world. They were my 'friends' when I was only 9, crying over how my parents were constantly leaving to go to Korea to take care of my grandparents, and when I was dealing with separation and social anxiety this show made me feel so at home. They were always there for me (iykyk)"
Jinu John,5.0,"If there was a 100 stars to give this show I would.
Such an amazing and homely show.... I can watch it over and over and over again. I don't think there is a single American comedy show better than this .

Love each and everyone of them in the show ❤️ 

Best show ever made in the history !!!!!"
Roshni (Roshu),5.0,I love this show. It is my favorite show. I want to kill Netflix for taking this off but of course I wont. I watched it when I was 9 and finished it in like a month and then I just watched the episodes over and over again. I never got sick of any episode. I loved every single character. I am 11 now by the way. I am planning to watch it over and over againnn once I buy it on amazon prime.
Mary Congrove,1.0,"This is seriously the most overrated TV show ever. It's really not funny. The  characters are not realistic. It's not representative of American life. They rarely go to work. When they have kids they rarely are in the show. Ross and Rachel are the lamest will they won't they couple I've ever seen. The stories are all surface and cheesy. I roll my eyes at this show which is a disgrace to sitcoms. People caught up in the 90s nostalgia think this show is the best ever. However these characters lives don't represent them because they are representative of no one that has ever lived.
If you want a good nostalgic sitcom see Scrubs or That 70's Show. Shows that depict real lives and not some idealistic version of New York living. I don't get it's popularity I genuinely don't and I've tried I've watched almost every episode against my will. I wish I could give this a 0 star. Rant over."
Jennifer Huard,5.0,"I love this show I’ve watched it so much my family got annoyed of it. This show knows what love is, comedy and friendship. I wish they kept going with the tv series but the last 2 episodes are sad. Thanks for bring this tv show into the world."
Sreoshi Das,0.0,"I was not much into watching tv shows but when it comes to friends, its not just a show it is much bigger than that. Friends made me smile, cry, love, laugh out louder , be happy. It was there with me whenver i felt low and sad and depressed and it cheered me up. All my love for six of them.."
Sam,4.0,Yes it's good to see beautiful people. I have a problem with writers cause I hate when ross and rachel refuse to get together even after they had child. It's weird cause there's no reason for them to be separated. Writers did very poor job here. Except that Friends is good. It's fun to watch. you get connected to the characters. Writers too did very good job displaying past events. I am impressed. I suggest to watch Friends if you have 100 hours of spare time.
Ankur Saha Choudhury,0.0,"Best sitcom I have ever watched in my whole life... The show is worth watching... Even after 25 years, it is still the apple of everyone's eye...I guess it's impossible for any sitcom even in the future to match with F.R.I.E.N.D.S... Whenever you feel sad or upset just watch one episode and you will forget everything..."
Colleen Jinx-Cannon,5.0,"Best series ever.  I have watched Friends forever.  I own the series & watch it yearly.  I feel like they are my friends.  They got me through loneliness and cancer.  When I was hospitalized, they were always on the tv making me comfortable and feeling like I was home.  I miss them all and wish them nothing but the best."
Shivansh Panwar,3.0,"This show is quite funny and a bit stupid sometimes.
the way they disrespect the Indian culture is not acceptable at all.
but overall this show is worth watching 
I recommend to watch this show at least once specially if you are into sitcoms 
 Every character brings something unique and funny in their own way maybe you don't like the last few seasons but the first  6 seasons are the core of the show"
Poulomi Banerjee,5.0,If someone is upset or not in a very good mood ... Please please please for god's sake ... Watch this series ... I laughed my heart out watching this series ... Love each and every one of the characters .. i bet you will love them too ... Nd not regret it atall ... It's by far the best comedy sitcom I have watched!!!
Elsie Fogg,5.0,"I love this show I’m only 12 but it’s the best show ever I am HUGE fan,I wish they had continued more and maybe done 12 or 13 seasons and we would have gotten to see more of Erica and Jack (the twins) and see Emma grow up! This is the best show ever and I can’t imagine my life without it lol 🤣 I also can’t forget about Ben and see him grow up."
Tanishq Rawat,5.0,THE BEST SITCOM EVERRRR!!!!! There can never be a sitcom as good as friends. I just love litrerally love each and every character(specially chandler) and every episode there is. Once youre gonna start watching it youre gonna fall in love too & that's my guarantee.
Naveetha jayaraman,5.0,"The best series EVERRRRRR!!!!!!!!!!.  I have started watching friends series 3 years before and I completed watching once within a year. But I didn't stop watching it over again and again. Till now, I watch at least one episode before going to bed.

You can't choose a single character as your favourite. They're ll gooooood.Awesomeeeee!!!!!
Chandler and Joey's friendship, Phoebe's weirdness, Mounica and Chandler's love🥰🥰, Ross's fun actions., Rachel's acting,hair everything. U can't resist them. I have suggested this series to few of my friends, but they didn't seem to enjoy it. Idk wats really wrong with them. But everyone must watch and enjoy this. You're gonna love it 🥰🥰🥰🥰🥰"
Sahith,0.0,Friends is my favourite comedy show. If u start watching it and understand the characters I bet you will really love it. My favourite character is joey. I watched the friends ultra marathon and after the last episode is I've I nearly cried because I am gonna miss the show. I wish there is a new season. I hope the creators make up a new season. Everyone would love it.
Nadia,1.0,"For someone that didnt grow up with friends, watched it and find it very dated and cliche. Give props for it being the first to introduce this ""friendship"" kinda sitcom but if it were released now it might not work as well. Storyline and jokes were very simple and not that complex tbh. Its just a no brainer, storyline is barely there. Only character that have actual growth is monica and chandler. This kind of series that might open in background and not focus on. Not worth rewatching tbh but its not bad. Just on scale of other sitcom, def not worth watching."
bhuvan c,5.0,"This is the best thing ever and I am crying right now cause I finished watching it..... 

Ohh if u haven't seen it then what r u doing?? 
It's the best sitcom ever.... 
It will always have a place in my heart💕

Love u guys and 
I'll be there for you!!! 
#F.R.I.E.N.D.S#
🙃🙃😉"
Priya Choukikar,0.0,"Best show ever! watch it guys you are gonna love it I swear .
Just love it..i watch it over and over again..
Can't get enough of it..all six characters are amazing..love them all love there sarcastic dialogues, once you start watching it you will never stop it .friends is not just a show it's the whole world for me♥nothing can be compared to it..♥♥♥♥♥♥"
shriya grover,5.0,FRIENDS is the best thing I've come across in my life. Everytime i felt sad happy confused frustrated any emotion I've always watched friends  i have watched it 7 times from season 1 to 10 each and every episode over and over again that now i say dialogues with them but i would never stop watching it.
Ayush Basnet,5.0,"If you have not watched this show then you still have not experienced the world best sitcom ever made. When i finished it's last episode, I cannot tell you how I felt. It's was like loosing my family own family members. That much impact it has on me.  No wonder it is still the best for  millions of people in the world."
Mia K,0.0,"Best sitcom ever! Amazing for anyone from 13 years of age! It is a comedy with bits of the best romance woven in between. Absolute magic! 
I cant even try to rank the characters cuz they are all so fantastic!!!"
Unnati Agarwal,5.0,"i just love this show sm. I feel like i have some sort of connection with the characters, this show is literally my comfort show, although some people do say only the people who are in their 20s and can relate to the show, will only like the show,but i don’t agree im absolutely in love with this show. Honestly,i can watch this show a million times more<3"
indu singh,1.0,"I did not like Rachel's character at all. The character has no dignity no ethics. Chandler and Ross's characters were good in ethics and but Joey's character leaves his principle at last was not ok for rachel. Monica's was very strong of all, played very well. I truly admire her. Phoebe is so cute and charming could have shown her smart in late seasons at least. Joey is so cute and childlike."
Maari Bhai,0.0,Its my 2nd Favorite sitcom. The character chandler and joey are amazing. The other characters are not very good. I used to love jennifer aniston but after i watched friends i started to hate her. All i can say is that its one of the best sitcoms. its all because of chandler and joey
George Hall,5.0,This is one of my all time favourite shows. While some may argue it hasn't aged well due to some outdated jokes and lack of diversity in the cast. I think it still holds up and is a lot better than some of the older sitcoms out there.
Aria,0.0,"This show is ma all time favourite of ... well all time.

Priceless and genius. Is one of the few shows where I don't care what episode or season I watch. I can just close ma eye's and pick a disk from ma collection and watch it. The show is painfully funny and each character has a joke ""style"" that matches their personality perfectly."
Patrick O'Neil,0.0,"Friends is possibly the best sitcom I’ve ever watched in my life. If you enjoy 90s/2000s sitcoms like TBBT and HIMYM, you’ll probably love Friends. I’ve been watching it for about three years now and I can easily say that it’s helped me through several stages of my life. I give it 10/10."
gr4ceanne,5.0,"this is my favourite sitcom/tv show. from joey's flirting skills to chandler's sarcastic comments, i just love everything about it. chandler, joey, rachel, monica, ross and phoebe all have their phrases which i love a lot! how could you not like it?!"
Amy Bryan,5.0,"A timeless show!  Every episode, except the last one, had me laughing every time.  The writers of this show are pure genius, the actors/actresses are amazing.  The characters were all endeearing and loveable!  I can rewatch it over and over and never tire of it!"
HARSH TYAGI,5.0,I just love the series the comedy timming story line concept can't regret a second the leads even others were so great like the gellers Rachel's parents and Gunther jannic ohhh myyy goddd!!!!! Best best best i just finished and i am so emotional missing Ross's expressions Monica's freaking organizing habits Chandler's sarcasm Joe a kid in adult's body Rachel's nohrrrrrrr phoebe all crazy talks and 1000000 another things every episode
lakshmi suvetha,5.0,One of Most Connected Series which has all these 6 Amazing😉Cast being Joined as a family to make us laugh little harder💕 Nd cry 😭 our eyes out nd Showed what the Real friendship meant 😍💕 Can’t enough word can be filled to say How this Series totally Moves my Heart Flutter nd Warmth🥰🥺
K,5.0,"Could it be anymore funnier? haha but seriously, the best thing ever. I watch this whenever I'm sad and I instantly feel not so bad anymore. I think it would be goto staple for instant TV FUN always. The cast is something magical."
Christine Collin,5.0,"I watched this TV show the last few months and I just loved it so much. There is everything in there perfectly assembled (laughter, touching emotion, passion, love, friendship...). It is so entertaining, characters are very endearing. 
Now I have finished it I miss them all so much !!!!"
Panashe Muranda,5.0,"My friends used to recommend this sitcom but I was so hesitant to watch but I thank God I did , friends is like therapy to me whether I'm sad or depressed it's jus a rescue for me the laughs makes me satisfied,I am sad that I watched wen Matty Perry died because he really carried the show for me ,may his soul rest in peace...but I would highly recommend this one it's the best thing that ever happened to me now I never feel like I'm alone it's like I have friends around me all the time"
Shaoli Pramanik,5.0,Let's say you will appreciate more the friends you have in your life after you have watched this show. I have watched it and rewatched it and it never gets boring. I'll probably never grow out of this series because of its universal sentiment that makes us want to be friends with the six of them.
James Templeton,0.0,"The greatest Sitcom of all time. Is still hilarious even many years after its ending. The characters, humor and longevity of this show are unlikely to ever be surpassed. If you havn't already watched it, its also offers essential insight into western culture and life."
Fabio Ferreira,5.0,"I grew up watching Friends and it is amazing. In friends, the characters are not great role- models but at least you learn something. If I had to pick three favourite characters, I would pick Phoebe Buffay for her caring personality , also Joey and Chandler as they are funny."
Fitz Efraem Caldit,5.0,THE BEST COMEDY SERIES OF ALL TIME! I STARTED WATCHING THIS WHEN I WAS FEELING HOMESICK BACK WHEN I WAS WORKING IN SAUDI ARABIA. IT REALLY HELPED ME A LOT GO THROUGH TOUGH TIMES. I STILL WATCH IT UP TO THIS DAY AND STILL HAVE THE SAME LAUGH WITH EACH EPISODES :)
Sarika Rane,5.0,"There should have been an infinity star option to rate this show. 
It is more than being optimistic, fun, love, comedy, an emotion  
Its truly a beyond one. 
You can watch it as many times and still feel delighted 
It does magic to your mood and your day"
Jaimee Cruz,5.0,"FRIENDS has such intelligent writing!!! The actors were perfectly chosen. The story is so beautiful, touching and relatable. I love friends with all my heart. Thank you Marta and David for bringing FRIENDS to us. And thank you to Kevin for helping bring FRIENDS to life!"
Vedant Mohan,5.0,"Fantastic show. This show is so great for many reasons. It shows the true value of friendship. It has made me laugh, cry, and angry whenever the characters do something dumb. It has a great set of characters and a phenomenal cast. For 10 years these were my friends."
Eva Jovceska,5.0,"It's amazing show. I'm absolutely in love with the casts. Every episode is more and more interesting. I like to make 11 season of friends or reunion, it will be great. Joey and Rachel are the best couple."
Tamás Jósvai,3.0,"The first around 5-6 seasons it was awesome. Then it felt somewhat different, like they ran out of ideas. Rachel, Phoebe, Ross were unlikable characters in my opinion.  The show around the 7th season got boring. And it was not funny. The laughing track laughed more than me. Cliche on cliche. The 10th season was so mid, i fast forwarded to the last episode. That was okay.  

TLDR: Started good, ended up being mid."
Zoya Ahmed,5.0,"This is an evergreen show, I mean it never gets old, each n every episode is an epic one, each and every line or silly jokes.........I don’t know how they managed to make such an classic coz hats off you guys.!!
 
No character is replaceable I’d say n everyone is lovely ❤️❤️
If you haven’t watched friends yet, do so cause I can tell u you’ll never regret this.......!!!!!❤️"
H R Pandey,0.0,Best show ever. Could capture ur emotions with every line they utter. Comic timing is legendary. Has capability to get u out of depression. Beats GOT in EVERY ASPECT. No other show could be rated near to it. Gives you a hope that every thing will be right at the very end.
Josep,5.0,"im totally getting SePanx right now.
i was only 14 when friends aired their last episode and i cannot believe it took me 16 yrs to binge watch this amazing show and i cannot get enough of rachel monica phoebe joey chandler and ross :(
i just read somewhere that the heartbreaking finale was watched by 52MIL+ ppl in 2004 and that would have broken the internet if it was aired today!"
Brody Morris,5.0,"The best show of all time 100%

Nothing beats friends from the funniest being chandler and the craziest being phoebe the show can never be beaten 

I am currently on my 10th rewatch of the show and I know all the episodes off by heart 

My favourite is Ross and my favourite couple is Ross and Rachel 

Paul Rudd (who played Mike) is my favourite co star of the show 

My favourite episodes are:
the one with the embryos ( S4)
The one with the baby shower (S8)
The one where no one is ready (S3)
The one in Barbados (S9)

My favourite line in the show is joey is season 6 
“Custard good, jam good, meat good” 😂😂"
Jennifer M. Matos,5.0,"This, by far, is the greatest sitcom of all time. The storyline, humor and semi-drama all mixed into one just make it more spectacular. I grew up on this show and I STILL watch it every single day. It's timeless."
R. K.,0.0,Just finished watching it's last episode of last series. A journey of their lives of 10 years is now over. It's a wonderful delight. Watching them growing from late teens to mature family person is soul satisfying. How they live their lives and their relationship Dynamics are enriching. It is a must watch for everyone.
KOURANI VIDHI vps.08f03,5.0,"This show is an hit... If anyone is thinking to start seeing pls do it right now bcos it has a lot of comedy, friendship, emotion, connection and ❤. This show is an addiction now. While starting 10 seasons look so much but whn u really come to an end it's Very very emotional and hurting."
Melinda Geskey,5.0,"Friends is one of my favorite TV shows. It's SOOOO funny. I'm so sad that it's not on Netflix anymore. If it ever comes back I will definitely watch it again. 5 stars, would DEFINITELY recommend. :)"
SUNEHA SHARMA,5.0,"OH MY GOD . THIS IS THE GRETEST SO EVER WITH UNIQUE QULAITIES LIKE SURCAS & SENSE OF HUMOR , CHILDISH THING & EACH CHARACTER HAS A DIFFERENT PEROSNALITIES ALTOGETHER .BUT THEY STILL ARE TOGETHER WHICH MAKES IT MOST MOST WATCHBLE & LOVABLE SHOW .I MEAN I CANT GET OVER FROM THIS SHOW & SHOWS CHARACTERS & EVERYTHIN .
THE STORY LINE IS GOOD TOO .ABOVE ALL ITS A FULL & COMPLETE PACKAGE OF ENTERTAINMENT ."
Keira Slay,5.0,It's my favourite show and I personally think that it's very well written and performed by every single actor there. The whole message along with it makes me so happy and is such a sweet story. I absolutely love the show friends!
Eugene,5.0,my boomer parents are always telling me how good this show is and told me to watch it. but my 2007 born ass doesnt understand the 1990's comedy and it is really wwierd. i just leaving 5 stars ebcasue if i were 30 or 40 i would like this show
ashlyn schlosser,5.0,I love love love this show!! It’s such a great show and I love how it has so many seasons! I WAS SOOOOOO MAD WHEN THEY TOOK IT OFF NETFLIX BECAUSE THATS THE INLY THING I CAN WATCH IT ON. But this show is soo entertaining and I totally recommend it.
Prosenjit Kumar Goshwami,5.0,"Its no just a series. It's an emotion to me. The best show in the world. And I have no words to say thank you to all the crew who made it possible. Chandler, Joey, Rachel , Ross, Monica & Phebe.. I love you guys love you so much. May God bless you."
KRYSTAL GALVEZ RAYGOZA,5.0,AMAZING!!! Could it BE anymore amazing. It is so funny. Highly recommend this and especially at these times is something great to watch. Please give it a chance. Amazing actors and the everything is so funny with some heart warming moments. I love it!
Mari Torres,5.0,"This show is seriously the BEST show ever! It is just so funny and full 
of life!! I have no idea how many times I've seen it and never get bored. 
It is just one of those show that can make you feel happy."
Bailey Pappas,5.0,Best show ever made... ever. Pheobe makes me laugh with the way she is and her songs are funny to. Lot of girls love Joey. Rachel and Ross relationship is on and off all the time. Monica and Chandler has a very romantic relationship. Chandler's jokes are too funny.
PRIYASHREE DUBEY,5.0,"I love love love love love this.. Today I completed friends(season 10).. And the end brought tears literally. Though a happy ending, it was just like I've built some connection with these guys and their daily life! 
Please please go watch it each and everyone and I love all the actors in this. I'll really miss it."
Raghav Bhutada,5.0,"Dear comment viewer, If you are confused to watch F.R.I.E.N.D.S so dont be confused you should go for it....You will like it....And after watching this series The Series will be forever with you....I think everyone should watch F.R.I.E.N.D.S....For me its no.1 show of all time and I dont think that any other series can beat a sitcom series like ""F.R.I.E.N.DS"".....LOVE YOU FRIENDS YOU MADE ME HAPPY, SAD, CRY AND LOTS OF LAUGH....."
Seikh Sarfaraz,5.0,This show is absolutely awsome....this is the best show. I cannot even think of comparing this show with any other show...It has a separate fan base. And it never gets old.! Those who cannot understand the show they will find it boring...not funny and without knowing they will spread hatred.
sana kalim,5.0,"All the stars in the sky for this show! It's not just a show but means so much more than that. It gives people hope, makes them laugh even on the hardest days. THIS IS THE BEST SHOW EVER!!! ♥️"
priscilla diaz,0.0,"It is like one of the best shows of 90's sitcom history. The jokes that they have on the show are jokes I still laugh to this day. Even though it uses many running gags, behind them are very deep heart-warming messages. It like Full House but way better!!!"
Charitha Wella Arachchi,5.0,"Best TV show ever !!! It never loses its ability to laugh the audience even you watch it over and over.Comedy that it  brings to the table is absolutely awesome!!!Most hilarious TV show ever!!! It is not just a TV show.It is a complete mixture of true friendship, love, sarcasm and comedy.Worth every second of watching it."
Abdullah Al Nuzayer,5.0,"Undoubtedly one of the BEST shows I have ever watched. It is wonderful, funny, engaging, sometimes quirky, immersing, et cetera. The story is really good, great character development, excellent acting, and so much more! This show really changes you."
pallavi thaakur,5.0,"Friends is always gonna make your day, best show ever for all the ages. I have watched it so many times, still I can watch it again it never gets old and is suitable for every mood. It's like a therapy to your day :)"
Free Will,5.0,I loved the series very much. Though I have watched it lately but it was always ahead in time. All characters are impressive & Rachel has been my personal Fav. Its FULL OF HUMOUR. Anything below 10 I would be searching for my existence on earth then. MASTERPIECE!!
Nischal Rai,0.0,"This show is the best among all the shows that has aired till now...We know this show is a bit old if we see the date today in our calendar, but no show can be compared to this one...this show has it's own golden era...If i have a bad day today....the first thing that comes into my mind is to open my pc and spend some hours watching episodes of friends...i wish i was as lucky as ross to have a beautiful partner as racheal, was as hygenic as monica, was as good singer as pheobe, was as sarcastic as chandler, and was as charming and innocent as joey which every girl prefers...."
Rhiannon Chae,5.0,ABSOLUTE BEST SHOW EVER!!! I’ve watched it so many times and still continue to. It makes you laugh out loud and cry! All the characters go together so well and have the perfect actors to portray them. Chandler is the best!!
Padma Priya,5.0,"A beautiful sitcom that would bring back lost smiles, at times you would laugh and at times you would cry, I was feeling epic all the time. It taught me to live my life to the fullest.. 
Ross, Rachel, phoebe, joey, chandler and Monica, Thanks for a memorable show!!"
Sharayu Jakhotiya,5.0,Hands down my favorite show ever. I don't have words to describe how this show has helped me get through difficult times. I love every character and every episode of Friends. Thank you for a great show!
Zdenka Kaurić,5.0,The friends are one of best series i ever see. They were filmed before a lot of time but they are still  famous. I love friends so much and i watched them like a milion times. 5 STARS THEY ARE GREAT
mustafa mahmoodi,5.0,"I just finished friends for the third time, which usually dont see any series more than one time.
The comedy timing, story telling everything is so perfect that when you start watching this series you start thinking that you are a apart of this friends circle, and at the end it feel bad that these 6 friends become older like for 10 years and it get finished. But no regret i suggest everyone who is reading my comment to watch this masterpiece."
Mezin Stark,0.0,"FRIENDS is the best part of my life . I am addicted to it so much. Whenever sad or happy,it helped me alot . I love when i find that i am gonna watch 2-3 episodes of FRIENDS because of free time in a day.  FRIENDS is the best"
Kathya Filella,5.0,"I loved it!!! If you are a person who loves friendship type of shows or are searching for something new to watch and are looking for a little laugh and at the same time cry,  then this is the show for you! Two thumbs up, highly recommend."
meseret kidane,5.0,"It is the best TV show ever!!!!!!!!!!!!!  It's my favorite show!!!!!!!!!!!!!!!!!!!!!!!!!!!!, my only show.  I'm in love with F.R.I.E.N.D.S, no one will be able to understand my love for F.R.I.E.N.D.S. There never has been a day in my life that i haven't watched Friends since I started watching it!!!!!! I know that I Rewatched each episode of F.R.I.E.N.D.S at least 200,000 times since I started watching it and i know for a fact that I have been watching it for nine years. I still remember my age when I first started watching F.R.I.E.N.D.S.  F.R.I.E.N.D.S is my passion, my devotion, my love, and my life!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!.  What I need is some ""F.R.I.E.N.D.S"", Friends who can understand my love for the show, F.R.I.E.N.D.S."
saman karimabadi,5.0,"I think this series is funny and cool in the beginning and you can fall in love with each of these characters
But very deep and small concepts of friendship, respect, mutual understanding can be learned from it, and while all these concepts are very deep and should be described as such, how did they understand these things? And I admit that this movie is and will be the best series in the history of Badakh
And I can watch it again after two full viewings
I love you all"
Ojasva Soni,5.0,It's the best . You are missing something very great if u haven't watched it . The funniest series ever . If you want to watch dont think another second . Just do it u won't regret. This thing has my heart 💖
Lakshmi Nandana,5.0,A gripping sitcom. Keeps you laughing. the jokes are just hilarious and the characters are played to perfection. the script is written just perfect. and i recommend this to anyone who just wants a good laugh with cliffhangers!!! love the show and do hope you watch it too!!!
Olivia Bayerl,5.0,"So funny!! Be ready to laugh,cry and just feel shocked!! Friends will give you Drama love stories,toxic ones,healthy ones…. Funny moments you never forget. Oh and Meet Joey the womaniser,Chandler the sarcastic guy,Ross the funny guy with angry issues,Phoebe the kind weird girl,Monica the strict clean girl and Rachel the typically girl"
Dhruv Champaneriya,5.0,"All time favourite.😀 Greatest sitcom ever made. I am obsessed with the show and the characters, all the actors have played their character extraordinarily totally worth watching.
You can relate them. Watch it with your friends surely you all gonna love it .♥️"
Kayal Murugesan,0.0,"This show was honestly the best thing i've ever watched. I finished the series today and it was honestly the hardest thing for me to do. Those last scenes made me cry so bad. I love this show and I recommend whoever is reading this to watch it. But be warned, you will get attached to it. It will be extremely hard to let go."
urmila parvathi,0.0,"cud i be more  desperate?just finished watching this more than amazing tv show.i m sure i ve never been attached emotionally to any other shows ever.watching the last episode was the hardest thing.the characters doesnt seems to be in the show only.they ve always been so real and alive.i know this should end sometime .but why?isthis it?i want more  chan's sarcastic jokes,joe's lameness and flirting,phoebe's weirdness,monicas' maniacness,rach's fashion shows,and ross's dumbness.God i miss them already so much.during my low times friends has been really something i cud lean on and laugh away all my worries.every morning i will be like ""i ll watch friends today"" smiling like a fool.now thats not there anymore.i must say this is very much indeed a series that everyone should watch.no wonder it still remains in the hearts of everyone."
Darlene Kephart,5.0,I sure Learned More Getting To meet them and also treasure the times in front of them and keep the faith a smiles. Miles of traveling different jobs be ready. And plenty of coffee. Be fair. Well Im staying alive. Because were all not in at same times and vacations. I see the face painting. Even on my mug. Miss everyone. A Red Head. Darlene Kephart. And Magic. All the real people renesance. Are available gypsies.
Rahul Routh,0.0,"The most entertaining show ever i have watched the spark that this show has its never gonno fade ever. The more you watch the,  the more you get addicted to this show. This show has something seperate feeling for individuals and so much more interesting it gets along. Mine favourite is Monica 😍😍😍😍😍"
PAR4LL4X,0.0,"Man, i don't really get emotional when a show ends. But this one, it got me. I m kind of a loner, and it's the show that gave a smile on my face. Every single episode is so funny and the relation that builds btwn u and the characters is so magical. I wished, this show should never end. But sadly it did. 😭😭"
sucks to suck,0.0,"At first, I didn’t think I would like friends, but when I had nothing to watch I found friends and thought why not? I am only on season 4, but I am really enjoying it. The characters are  portrayed really well and it is just really funny. (I really hope that Rachel and Ross end up together.)"
Phurbu dolma,0.0,"One of the best series that i have watched in my whole entire life. I just couldn't get put of my bed every morning thinking of the next episodes.FRIEDNS  taught me a lot about the relationships and the friendship. It taught us how imporant is the friendship in once lifetime.
I would give 101 % for this series. I hope there is season 11 also. I miss every cast. And Chandler and Monica are my fav."
Neeharika Sanjeevappagari,5.0,It's the best series I have ever seen.. It made me laugh and cry.. Each and every character is awesome.. Especially chandler and joey are my favourites.. I have watched several times.. But it never fails to make me laugh.. My biggest stress buster..
Louise Gabrielle,5.0,My favorite US TV sitcom 💗💗💗 discovered it during the pandemic and it saved me from a lot of dark times. Missin' you so much my Chandler Bing!! If you are looking for a sign to watch FRIENDS then this is your sign!!! Go watch it nowww 🤗
Caitlin IH,0.0,"I love this show sooooooooo much!
It's so funny and it has so many jokes for all generations.I recommended this show to all my friends and now they're in love with the show too. IF ANYONE HASN'T WATCHED THIS SHOW WATCH IT RIGHT NOW ON NETFLIX!!!!"
Anchal batra,0.0,"I   have no words to describe.... its just made me laugh all day all night whenever i watch this show ...nd m really very grateful that i could get a chance to watch it through netflix ....all the characters are perfect in their own way ..nd u can just laugh ,laugh and laugh by watching this series ..i am in love with these people ...i can't even choose my favourite one czz i love each and every character .😘❤️❤️"
Manu S,5.0,"OMG!! I can't believe I just finished the all episodes!!! After watch the last episode i really felt i am going to miss something.. it's was the best best sitcom ever saw., I love all the characters ,each and everyone is more than outstanding. I am again  gonna watch the show from the beginning ❤️❤️❤️❤️❤️"
Esha Tripathi,0.0,"BEST. SHOW. OF. ALL. TIME. HANDS DOWN. I hope this airs for generations to come because every single person deserves to watch this show atleast once in thier lives. F.R.I.E.N.D.S takes you through the journey of friendship, love, relationships, sadness, laughter, highs and lows in the lives of 6 extremly loveable people(characters) you end up getting super attached to over time. 100/10 for sure."
Fatima Zahra,4.0,"It’s a season which was recommended by a friend of mine and I don’t regret watching this , it’s really interesting and full of new things which makes you curious to watch the next episode, I would recommend this to everyone I know , at first I thought it’s not my type but I was wrong , everything in it is beautifully described , Friends is basically about 6 different people for different backgrounds …"
Felicity Wornes,5.0,"I have watch all 10 seasons at least 4 times already and it is the best sitcom I have ever seen. I am 13 and I am quite an old soul so I find these kinds of shows HILARIOUS!! Every time I sit down on the couch, I always turn on Friends. 100000% RECOMMEND!!!!"
"EDEM, DENISE GABRIELLE O. (denise)",5.0,"LITERALLY THE BEST TV SHOW EXIST PERIODT. WHEN IT HASN'T BEEN YOUR DAY, YOUR WEEK, YOUR MONTH, OR EVEN YOUR YEAR, THIS SHOW WILL ALWAYS BE THERE FOR YOU. NO MATTER HOW MANY TIMES HAVE I WATCHED THIS, THIS SHOW WILL ALWAYS MAKE ME HAPPY. THIS SHOW MAY HAVE ENDED 16 YEARS AGO, BUT IT STILL REMAINS IS MY HEART WHERE IT BELONGS."
kesavani netheti,5.0,"I can say, words fail to express Wt exactly F. R. I. E. D. S is for viewers. It is not a series but an emotion. The best show one can ever try and watch it. When one feel alone.. Just go and watch friends... Sure we get the feel.. Wow.. I have 6 beautiful and crazy friends from friends to make my day 🤩❤️❤️❤️#Friends."
Daniel Panackal,5.0,"The best sitcom ever. It's so great that even after 25 years it premiered, it is still one of the wildly watched sitcoms ever. I binge watch the show, when I am depressed.
 If your going to trying to decide a sitcom to watch this one should be your choice. The show is available on Netfilx."
