authors,ratings,comments,processed_comments,final_comments,sentiment_scores,sentiment_label,enhanced_sentiment_scores,enhanced_sentiment_label,is_sarcastic
Shruti Singh,5.0,"best sitcoms of all time
such an outstanding amazing fantastic and hilarious showthis show is a rollercoaster of friendship love emotions feeling and so many thingsthis show would actually taught you what friendship is aboutthere are 6 friends in the show who always stand together for each other no maater whatthese 6 characters are totally different from one another and each one make you laugh every character have his own and very unique personality which i like the mosti know there are many episodes and i was also confused earlier should i watch or not but trust me when you will start watching it you wont stop

highlyyyyyyyyyyy recommended",best sitcoms of all time such an outstanding amaze fantastic and hilarious showthis show be a rollercoaster of friendship love emotions feel and so many thingsthis show would actually teach you what friendship be aboutthere be 6 friends in the show who always stand together for each other no maater whatthese 6 character be totally different from one another and each one make you laugh every character have his own and very unique personality which i like the mosti know there be many episodes and i be also confuse earlier should i watch or not but trust me when you will start watch it you wont stop highlyyyyyyyyyyy recommend,best sitcoms time outstanding amaze fantastic hilarious showthis show rollercoaster friendship love emotions feel many thingsthis show would actually teach friendship aboutthere 6 friends show always stand together maater whatthese 6 character totally different one another one make laugh every character unique personality like mosti know many episodes also confuse earlier watch trust start watch wont stop highlyyyyyyyyyyy recommend,"{'neg': 0.045, 'neu': 0.475, 'pos': 0.48, 'compound': 0.9901}",positive,"{'neg': 0.045, 'neu': 0.475, 'pos': 0.48, 'compound': 1.0, 'sarcasm': False}",positive,False
Diamond Sparkle343,5.0,"a series which shows the adventures of 6 friends rachel green monica geller chandler bing ross geller joey tribbiani and phoebe buffay

its a funny family show

guest stars are brad pitt cole sprouse paul rudd tom selleck maggie wheeler james michael tyler elliott gould christina pickles bruce willis jane sibbett aisha tyler jessica hecht jane lynch larry hankin helen baxendale jon favreau lauren tom paget brewster michael rapaport alexandra holden june gable anita barone winona ryder mitchell whitfield charlie sheen chris isaak mae whitman cali sheldon george newbern danny devito charles thomas allen noelle sheldon taylor negron jana marie hupp megan cavanagh dan castellaneta robert costanzo kyle gass amy hill scott adsit mike hagerty vince vieluf cleo king laura dean and sarah rush",a series which show the adventure of 6 friends rachel green monica geller chandler bing ross geller joey tribbiani and phoebe buffay its a funny family show guest star be brad pitt cole sprouse paul rudd tom selleck maggie wheeler jam michael tyler elliott gould christina pickle bruce willis jane sibbett aisha tyler jessica hecht jane lynch larry hankin helen baxendale jon favreau lauren tom paget brewster michael rapaport alexandra holden june gable anita barone winona ryder mitchell whitfield charlie sheen chris isaak mae whitman cali sheldon george newbern danny devito charles thomas allen noelle sheldon taylor negron jana marie hupp megan cavanagh dan castellaneta robert costanzo kyle gas amy hill scott adsit mike hagerty vince vieluf cleo king laura dean and sarah rush,series show adventure 6 friends rachel green monica geller chandler bing ross geller joey tribbiani phoebe buffay funny family show guest star brad pitt cole sprouse paul rudd tom selleck maggie wheeler jam michael tyler elliott gould christina pickle bruce willis jane sibbett aisha tyler jessica hecht jane lynch larry hankin helen baxendale jon favreau lauren tom paget brewster michael rapaport alexandra holden june gable anita barone winona ryder mitchell whitfield charlie sheen chris isaak mae whitman cali sheldon george newbern danny devito charles thomas allen noelle sheldon taylor negron jana marie hupp megan cavanagh dan castellaneta robert costanzo kyle gas amy hill scott adsit mike hagerty vince vieluf cleo king laura dean sarah rush,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.8074}",positive,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.8074, 'sarcasm': False}",positive,False
Shwe Yati Phyo,5.0,its no secret why friends is a legendary sitcom though it was made in the 90s and early 2000s its still so popular to this day i just love it so much its hilarious and the jokes just crack me up whenever i watch it the six friends are quite different but they all make me laugh so hard i have to admit the first season wasnt my favorite as i found it a bit boring this was because i havent really gotten the flow of the show and didnt know the characters very well and the actors themselves dont know their characters as much but by the second and third seasons the show was just brilliant one thing i find the most fascinating about this show is how rewatchable it is you can rewatch it a hundred times and the jokes still crack you up over and over again i totally recommend this show to someone whos looking for a great sitcom to watch,its no secret why friends be a legendary sitcom though it be make in the 90s and early 2000s its still so popular to this day i just love it so much its hilarious and the joke just crack me up whenever i watch it the six friends be quite different but they all make me laugh so hard i have to admit the first season wasnt my favorite as i find it a bite bore this be because i havent really get the flow of the show and didnt know the character very well and the actors themselves dont know their character as much but by the second and third season the show be just brilliant one thing i find the most fascinate about this show be how rewatchable it be you can rewatch it a hundred time and the joke still crack you up over and over again i totally recommend this show to someone whos look for a great sitcom to watch,secret friends legendary sitcom though make 90s early 2000s still popular day love much hilarious joke crack whenever watch six friends quite different make laugh hard admit first season wasnt favorite find bite bore havent really get flow show didnt know character well actors dont know character much second third season show brilliant one thing find fascinate show rewatchable rewatch hundred time joke still crack totally recommend show someone whos look great sitcom watch,"{'neg': 0.073, 'neu': 0.544, 'pos': 0.382, 'compound': 0.9865}",positive,"{'neg': 0.073, 'neu': 0.544, 'pos': 0.382, 'compound': 0.9865, 'sarcasm': False}",positive,False
maanya chaudhary,5.0,tbh i loved this tv show its soooo comforting and fun to watch u must watch this show its rlly cool ik its kinda old but i bet ud still love it the ending is rlly sad as the show will end and ull just be so used to it and wont be able to get over the fact tht the show ended u may also be able to relate to the show a lil as the show is based on the daily lives of all the friendsi loved it sm tht im watching it again lol so i totally recommend and u must go for it wo any further adado,tbh i love this tv show its soooo comfort and fun to watch u must watch this show its rlly cool ik its kinda old but i bet ud still love it the end be rlly sad as the show will end and ull just be so use to it and wont be able to get over the fact tht the show end u may also be able to relate to the show a lil as the show be base on the daily live of all the friendsi love it sm tht im watch it again lol so i totally recommend and u must go for it wo any further adado,tbh love tv show soooo comfort fun watch u must watch show rlly cool ik kinda old bet ud still love end rlly sad show end ull use wont able get fact tht show end u may also able relate show lil show base daily live friendsi love sm tht im watch lol totally recommend u must go wo adado,"{'neg': 0.04, 'neu': 0.62, 'pos': 0.34, 'compound': 0.9726}",positive,"{'neg': 0.04, 'neu': 0.62, 'pos': 0.34, 'compound': 0.9726, 'sarcasm': False}",positive,False
Anirudh Roy,5.0,this show is a sitcom but throughout the ride u will feel every emotion in youbut laughter tops them allcannot compare matthew perry to anyonethe best comedian in my opinion to ever livethe plus point of the show is no character is even a slight depiction of the other apart from lovingcaring and supportingeveryone has a different style of comedy which it makes even more funnierif i had to compare any of themwith a heavy heart then chandler bing matthew perry would be my favourite friendgodcan he be more hilariousseriouslycomparing anyone for me is a kind of a sinoverall its one of the top tv shows and sitcoms and definitely recommended to watchcertainly a multiple time watch,this show be a sitcom but throughout the ride u will feel every emotion in youbut laughter top them allcannot compare matthew perry to anyonethe best comedian in my opinion to ever livethe plus point of the show be no character be even a slight depiction of the other apart from lovingcaring and supportingeveryone have a different style of comedy which it make even more funnierif i have to compare any of themwith a heavy heart then chandler bing matthew perry would be my favourite friendgodcan he be more hilariousseriouslycomparing anyone for me be a kind of a sinoverall its one of the top tv show and sitcoms and definitely recommend to watchcertainly a multiple time watch,show sitcom throughout ride u feel every emotion youbut laughter top allcannot compare matthew perry anyonethe best comedian opinion ever livethe plus point show character even slight depiction apart lovingcaring supportingeveryone different style comedy make even funnierif compare themwith heavy heart chandler bing matthew perry would favourite friendgodcan hilariousseriouslycomparing anyone kind sinoverall one top tv show sitcoms definitely recommend watchcertainly multiple time watch,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9709}",positive,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 1.0, 'sarcasm': False}",positive,False
M S,5.0,if i could give this an 1112 out of 10 i would just love these guys esp joey and chandler the best comedic physical acting ever they are the best these 2 phoebe monica and ross are lovely too dont really like the rachel character though but tough as thats how the writers wrote her,if i could give this an 1112 out of 10 i would just love these guy esp joey and chandler the best comedic physical act ever they be the best these 2 phoebe monica and ross be lovely too dont really like the rachel character though but tough as thats how the writers write her,could give 1112 10 would love guy esp joey chandler best comedic physical act ever best 2 phoebe monica ross lovely dont really like rachel character though tough thats writers write,"{'neg': 0.083, 'neu': 0.501, 'pos': 0.416, 'compound': 0.9536}",positive,"{'neg': 0.083, 'neu': 0.501, 'pos': 0.416, 'compound': 0.9536, 'sarcasm': False}",positive,False
Elena Demetriou Year 13,5.0,this is the best show i have ever watched i have watched every episode and i watch it over and over again everyday im literally obsessed ive got some friends stuff in my bedroom and a friends phone case i have a friends board game where you answer questions about friends and i win very time because i literally know everything about it the show is very very funny and entertaining if your feeling down just watch friends it will brighten your mood in a second if you want a laugh just watch friends i really recommend it,this be the best show i have ever watch i have watch every episode and i watch it over and over again everyday im literally obsess ive get some friends stuff in my bedroom and a friends phone case i have a friends board game where you answer question about friends and i win very time because i literally know everything about it the show be very very funny and entertain if your feel down just watch friends it will brighten your mood in a second if you want a laugh just watch friends i really recommend it,best show ever watch watch every episode watch everyday im literally obsess ive get friends stuff bedroom friends phone case friends board game answer question friends win time literally know everything show funny entertain feel watch friends brighten mood second want laugh watch friends really recommend,"{'neg': 0.027, 'neu': 0.411, 'pos': 0.562, 'compound': 0.9902}",positive,"{'neg': 0.027, 'neu': 0.411, 'pos': 0.562, 'compound': 1.0, 'sarcasm': False}",positive,False
Sunaina Rani,5.0,"this show has everything an audience demands its pure form of friendship let the audience stick to the show the characters are in the sense are great no one specifically not good 
everyone did a great job thr funny scenes are the best and that lame jokes by chandler monicas cleanliness phoebes smelly cat  rachels wedding joeys girlfriends and rosss love the dinosaurs were terrifically great to watch on the show best show ever will watch it again and again ",this show have everything an audience demand its pure form of friendship let the audience stick to the show the character be in the sense be great no one specifically not good everyone do a great job thr funny scenes be the best and that lame joke by chandler monicas cleanliness phoebes smelly cat rachels wed joeys girlfriends and rosss love the dinosaurs be terrifically great to watch on the show best show ever will watch it again and again,show everything audience demand pure form friendship let audience stick show character sense great one specifically good everyone great job thr funny scenes best lame joke chandler monicas cleanliness phoebes smelly cat rachels wed joeys girlfriends rosss love dinosaurs terrifically great watch show best show ever watch,"{'neg': 0.056, 'neu': 0.443, 'pos': 0.501, 'compound': 0.9884}",positive,"{'neg': 0.056, 'neu': 0.443, 'pos': 0.501, 'compound': 1.0, 'sarcasm': False}",positive,False
Lucas Milich,5.0,"if you think himym is better then friends pls read as i truly decided which is better how i met your mother or friends

how i met your mother
character development barneys was squandered lily was the same person ted got way worst marshal got boring and robin was fine

friends
character development chandler grew so much rachel is unrecognisable in the last season in a good way phoebe finally finds what she wants joey matures monica becomes a mother and ross finally finds the life hes always wanted

how i met your mother
how its aged every joke is about sluts girls sex porn and homophobia its also racist look at this quote theres only one reason to wait for sex and thats if the girl is 17 like are you kidding me

friends
how its aged while it was a white cast and there are some toxic masculinity and fat shaming jokes its aged better then himym by a long shot and they didnt know the stuff at the time himym was made less then ten years ago

how i met your mother
did it overstay the 9 seasons season 67 8 and maybe 9 couldve been cut down to 2 or 3 seasons

friends
did it overstay the 10 seasons while season 9 shouldve been the last one every season still has a natural ark and is solid

how i met your mother
romance and comedy as i said before its the worst type of comedy while marshal and lily are cute they are sometimes very problematic robin and barney shouldve been endgame and dont get me started on ted and robin 

friends 
romance and comedy not one episode doesnt have a witty joke or hilarious one the comedy has aged surprisingly well and monica and chandler are just hands down the best tv couple phoebe and mike are great and ross and rachel while sometimes off are each others lobsters

how i met your mother
ending just nope no

friends
ending 2 syllables perfect

friends is way better you cant say anything else",if you think himym be better then friends pls read as i truly decide which be better how i meet your mother or friends how i meet your mother character development barneys be squander lily be the same person ted get way worst marshal get bore and robin be fine friends character development chandler grow so much rachel be unrecognisable in the last season in a good way phoebe finally find what she want joey mature monica become a mother and ross finally find the life hes always want how i meet your mother how its age every joke be about sluts girls sex porn and homophobia its also racist look at this quote theres only one reason to wait for sex and thats if the girl be 17 like be you kid me friends how its age while it be a white cast and there be some toxic masculinity and fat sham joke its age better then himym by a long shoot and they didnt know the stuff at the time himym be make less then ten years ago how i meet your mother do it overstay the 9 season season 67 8 and maybe 9 couldve be cut down to 2 or 3 season friends do it overstay the 10 season while season 9 shouldve be the last one every season still have a natural ark and be solid how i meet your mother romance and comedy as i say before its the worst type of comedy while marshal and lily be cute they be sometimes very problematic robin and barney shouldve be endgame and dont get me start on ted and robin friends romance and comedy not one episode doesnt have a witty joke or hilarious one the comedy have age surprisingly well and monica and chandler be just hand down the best tv couple phoebe and mike be great and ross and rachel while sometimes off be each others lobsters how i meet your mother end just nope no friends end 2 syllables perfect friends be way better you cant say anything else,think himym better friends pls read truly decide better meet mother friends meet mother character development barneys squander lily person ted get way worst marshal get bore robin fine friends character development chandler grow much rachel unrecognisable last season good way phoebe finally find want joey mature monica become mother ross finally find life hes always want meet mother age every joke sluts girls sex porn homophobia also racist look quote theres one reason wait sex thats girl 17 like kid friends age white cast toxic masculinity fat sham joke age better himym long shoot didnt know stuff time himym make less ten years ago meet mother overstay 9 season season 67 8 maybe 9 couldve cut 2 3 season friends overstay 10 season season 9 shouldve last one every season still natural ark solid meet mother romance comedy say worst type comedy marshal lily cute sometimes problematic robin barney shouldve endgame dont get start ted robin friends romance comedy one episode doesnt witty joke hilarious one comedy age surprisingly well monica chandler hand best tv couple phoebe mike great ross rachel sometimes others lobsters meet mother end nope friends end 2 syllables perfect friends way better cant say anything else,"{'neg': 0.099, 'neu': 0.528, 'pos': 0.372, 'compound': 0.9966}",positive,"{'neg': 0.099, 'neu': 0.528, 'pos': 0.372, 'compound': 1.0, 'sarcasm': False}",positive,False
Lakshita Gandhi,5.0,"i know this show is more about friendship but apart from that youre gonna witness romance  laughter and more importantly many life lessons
these friends had many problems in their friendship and other areas but how they handled those with communicating effectively is the major takeaway
if you watch this youll know its okay to normalise things like being single mother surrogacy  adoption  your friend seeing your sister your best friend dating your ex and yes your wife being lesbian  
lastly youll learn acceptance for everything from this show 
definitely watch it 
its more than a sitcom",i know this show be more about friendship but apart from that youre gon na witness romance laughter and more importantly many life lessons these friends have many problems in their friendship and other areas but how they handle those with communicate effectively be the major takeaway if you watch this youll know its okay to normalise things like be single mother surrogacy adoption your friend see your sister your best friend date your ex and yes your wife be lesbian lastly youll learn acceptance for everything from this show definitely watch it its more than a sitcom,know show friendship apart youre gon na witness romance laughter importantly many life lessons friends many problems friendship areas handle communicate effectively major takeaway watch youll know okay normalise things like single mother surrogacy adoption friend see sister best friend date ex yes wife lesbian lastly youll learn acceptance everything show definitely watch sitcom,"{'neg': 0.032, 'neu': 0.447, 'pos': 0.521, 'compound': 0.9903}",positive,"{'neg': 0.032, 'neu': 0.447, 'pos': 0.521, 'compound': 1.0, 'sarcasm': False}",positive,False
Aav The lost soul,5.0,"this show was not just a show it was the best show i ever watched in my whole life the last episode was exactly means to the same as to the actors hard to move on incredible mindblowing and a beautiful part of our life which is harder to forget and will hard to pass it through 
last i would say  why god why we had a deal
ill miss you guys 
if this could be possible then make a reunion episode with all the actors which were the part of this",this show be not just a show it be the best show i ever watch in my whole life the last episode be exactly mean to the same as to the actors hard to move on incredible mindblowing and a beautiful part of our life which be harder to forget and will hard to pass it through last i would say why god why we have a deal ill miss you guy if this could be possible then make a reunion episode with all the actors which be the part of this,show show best show ever watch whole life last episode exactly mean actors hard move incredible mindblowing beautiful part life harder forget hard pass last would say god deal ill miss guy could possible make reunion episode actors part,"{'neg': 0.181, 'neu': 0.616, 'pos': 0.203, 'compound': 0.6249}",positive,"{'neg': 0.181, 'neu': 0.616, 'pos': 0.203, 'compound': 0.6249, 'sarcasm': False}",positive,False
caylee ??,5.0,"im not gonna write long essays of reviews like other people do 

but i just wanted to say that i love friends with all my heart my comfort show when i feel down i watch a few of their episodes and immediately become happy they make me laugh harder than any show can thats all i need to say and i hope people who never watched friends watch it

thank you thats all from caylee
peace out ",im not gon na write long essay of review like other people do but i just want to say that i love friends with all my heart my comfort show when i feel down i watch a few of their episodes and immediately become happy they make me laugh harder than any show can thats all i need to say and i hope people who never watch friends watch it thank you thats all from caylee peace out,im gon na write long essay review like people want say love friends heart comfort show feel watch episodes immediately become happy make laugh harder show thats need say hope people never watch friends watch thank thats caylee peace,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9847}",positive,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9847, 'sarcasm': False}",positive,False
Ritanko Chakraborty,5.0,"this is my most favorite show   watched it a million times all the episodes  it helped me to stay strong in my hard times and also w can learn a lot from the show
 it is a master piece it teaches us the value of life and the people we are around 
 i will recommend every person in this planet to watch the show at least  one time in their life",this be my most favorite show watch it a million time all the episodes it help me to stay strong in my hard time and also w can learn a lot from the show it be a master piece it teach us the value of life and the people we be around i will recommend every person in this planet to watch the show at least one time in their life,favorite show watch million time episodes help stay strong hard time also w learn lot show master piece teach us value life people around recommend every person planet watch show least one time life,"{'neg': 0.033, 'neu': 0.638, 'pos': 0.329, 'compound': 0.91}",positive,"{'neg': 0.033, 'neu': 0.638, 'pos': 0.329, 'compound': 1.0, 'sarcasm': False}",positive,False
Tristan Sauceda,5.0,"ive seen shows like the office modern family parks and rec the simpsons  just a lot of comedies but friends is by far my favorite

if i describe each character in three words
ross smart quirky dinasor lover
joey funny messy flirty
chanler jokester sarcastic wise
rachel formally spoiled but then matured drama queen cries weird
monica chef neat freak also cries weird
phoebe very bright person despite a tough background quirky hippy

this is mostly a comedy some romance",ive see show like the office modern family park and rec the simpsons just a lot of comedies but friends be by far my favorite if i describe each character in three word ross smart quirky dinasor lover joey funny messy flirty chanler jokester sarcastic wise rachel formally spoil but then mature drama queen cry weird monica chef neat freak also cry weird phoebe very bright person despite a tough background quirky hippy this be mostly a comedy some romance,ive see show like office modern family park rec simpsons lot comedies friends far favorite describe character three word ross smart quirky dinasor lover joey funny messy flirty chanler jokester sarcastic wise rachel formally spoil mature drama queen cry weird monica chef neat freak also cry weird phoebe bright person despite tough background quirky hippy mostly comedy romance,"{'neg': 0.177, 'neu': 0.364, 'pos': 0.459, 'compound': 0.9778}",positive,"{'neg': 0.177, 'neu': 0.364, 'pos': 0.459, 'compound': 0.9778, 'sarcasm': False}",positive,False
Allie Fullerman,5.0,friends is one of the best sicoms ever it is filled with laughter but also shows that life in new york can be really hard and it is always nice to have a friend by your side if i was having a bad day i would turn on friends and know thst i would laugh until my sides ached friends is a 11 10 reommend,friends be one of the best sicoms ever it be fill with laughter but also show that life in new york can be really hard and it be always nice to have a friend by your side if i be have a bad day i would turn on friends and know thst i would laugh until my side ache friends be a 11 10 reommend,friends one best sicoms ever fill laughter also show life new york really hard always nice friend side bad day would turn friends know thst would laugh side ache friends 11 10 reommend,"{'neg': 0.138, 'neu': 0.39, 'pos': 0.471, 'compound': 0.9627}",positive,"{'neg': 0.138, 'neu': 0.39, 'pos': 0.471, 'compound': 0.9627, 'sarcasm': False}",positive,False
Jelina Urgel,5.0,best sitcom ever i could never love a show more than friends i have watched the whole series about 10x no joke  i was obsessed one of my best friends loves this show as much as i do and we can pretty much quote the whole show i have memorized the scenes and i always laugh as hard as i did the first time i watched it the characters are so lovable and funny i cried when they took it off netflix i just love this show so much,best sitcom ever i could never love a show more than friends i have watch the whole series about 10x no joke i be obsess one of my best friends love this show as much as i do and we can pretty much quote the whole show i have memorize the scenes and i always laugh as hard as i do the first time i watch it the character be so lovable and funny i cry when they take it off netflix i just love this show so much,best sitcom ever could never love show friends watch whole series 10x joke obsess one best friends love show much pretty much quote whole show memorize scenes always laugh hard first time watch character lovable funny cry take netflix love show much,"{'neg': 0.297, 'neu': 0.37, 'pos': 0.333, 'compound': 0.6796}",positive,"{'neg': 0.297, 'neu': 0.37, 'pos': 0.333, 'compound': 0.6796, 'sarcasm': False}",positive,False
Sunrise Enterprise,5.0,this is the best series i have come across my life although i am 17 i recommend each and every person out there to watch this series if you have your group which also consists of boys then you should watch it  i betcha whenever you feel sad just watch this this will definitely bring smile on your face currently watching season  6 so far the journey has been nice cant wait to see all the seasons,this be the best series i have come across my life although i be 17 i recommend each and every person out there to watch this series if you have your group which also consist of boys then you should watch it i betcha whenever you feel sad just watch this this will definitely bring smile on your face currently watch season 6 so far the journey have be nice cant wait to see all the season,best series come across life although 17 recommend every person watch series group also consist boys watch betcha whenever feel sad watch definitely bring smile face currently watch season 6 far journey nice cant wait see season,"{'neg': 0.065, 'neu': 0.628, 'pos': 0.308, 'compound': 0.891}",positive,"{'neg': 0.065, 'neu': 0.628, 'pos': 0.308, 'compound': 1.0, 'sarcasm': False}",positive,False
Sophie Snyder,5.0,this may be one of the best shows ever in my opinion friends is a funny relatable bingeworthy show throughout the 10 seasons youre able to see what they go through experience it with them even in 2022 almost 20 years later its still an amazing show i highly recommend friends,this may be one of the best show ever in my opinion friends be a funny relatable bingeworthy show throughout the 10 season youre able to see what they go through experience it with them even in 2022 almost 20 years later its still an amaze show i highly recommend friends,may one best show ever opinion friends funny relatable bingeworthy show throughout 10 season youre able see go experience even 2022 almost 20 years later still amaze show highly recommend friends,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9617}",positive,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9617, 'sarcasm': False}",positive,False
Catherine Mathew,5.0,all i have to say is that i am really unhappy that it ended many people hate friends cause it is overrated but it is worth all the fame it has got  it is definitely worth all the hype  i cant really say anything else other than i feel sad for the people who havent watched it i guess you could say the first season might feel a bit boring to some people but it is definitely worth the wait it gets better and funnier overall a really cozy and funny sitcom which you can watch to sit back and relax,all i have to say be that i be really unhappy that it end many people hate friends cause it be overrate but it be worth all the fame it have get it be definitely worth all the hype i cant really say anything else other than i feel sad for the people who havent watch it i guess you could say the first season might feel a bite bore to some people but it be definitely worth the wait it get better and funnier overall a really cozy and funny sitcom which you can watch to sit back and relax,say really unhappy end many people hate friends cause overrate worth fame get definitely worth hype cant really say anything else feel sad people havent watch guess could say first season might feel bite bore people definitely worth wait get better funnier overall really cozy funny sitcom watch sit back relax,"{'neg': 0.155, 'neu': 0.47, 'pos': 0.375, 'compound': 0.9311}",positive,"{'neg': 0.155, 'neu': 0.47, 'pos': 0.375, 'compound': 0.9311, 'sarcasm': False}",positive,False
Ayush Abhay,5.0,it is mesmerizing you start watching the season and then you fall in love with the story and cast it is just beautiful and keeps you intrigued all of them have acted as if they were themselves in real life kudos to the team to create such an emotional funny relaxing show even its 10 seasons seems less and the audience would prefer more of that,it be mesmerize you start watch the season and then you fall in love with the story and cast it be just beautiful and keep you intrigue all of them have act as if they be themselves in real life kudos to the team to create such an emotional funny relax show even its 10 season seem less and the audience would prefer more of that,mesmerize start watch season fall love story cast beautiful keep intrigue act real life kudos team create emotional funny relax show even 10 season seem less audience would prefer,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9633}",positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9633, 'sarcasm': False}",positive,False
aiden cool,5.0,one of the best shows i have ever watched i own 4 seasons so i havnt seen it all but ever since i heard of it i have been in love with it the people who rate it one star because its boring and unfunny are just people who think super why is intertaining i love friends and wish it was still on netflix but sadly its on hbo max in summary it is amazing from everything ive seen so if you like funny situations this is your show im not amazing at doing reviews but i know this is good,one of the best show i have ever watch i own 4 season so i havnt see it all but ever since i hear of it i have be in love with it the people who rate it one star because its bore and unfunny be just people who think super why be intertaining i love friends and wish it be still on netflix but sadly its on hbo max in summary it be amaze from everything ive see so if you like funny situations this be your show im not amaze at do review but i know this be good,one best show ever watch 4 season havnt see ever since hear love people rate one star bore unfunny people think super intertaining love friends wish still netflix sadly hbo max summary amaze everything ive see like funny situations show im amaze review know good,"{'neg': 0.065, 'neu': 0.422, 'pos': 0.512, 'compound': 0.987}",positive,"{'neg': 0.065, 'neu': 0.422, 'pos': 0.512, 'compound': 1.0, 'sarcasm': False}",positive,False
Arun Thirumalai Vasan,5.0,i have watched rather i binge watched this and it has been beautiful journey i truly miss friends and curse myself for not making many more thats one of my regrets which i hope to correct in the days to come its a touching sitcom where the conversations are great  laughter is rich and just the right touch of raw emotions a must watch,i have watch rather i binge watch this and it have be beautiful journey i truly miss friends and curse myself for not make many more thats one of my regret which i hope to correct in the days to come its a touch sitcom where the conversations be great laughter be rich and just the right touch of raw emotions a must watch,watch rather binge watch beautiful journey truly miss friends curse make many thats one regret hope correct days come touch sitcom conversations great laughter rich right touch raw emotions must watch,"{'neg': 0.15, 'neu': 0.399, 'pos': 0.451, 'compound': 0.9501}",positive,"{'neg': 0.15, 'neu': 0.399, 'pos': 0.451, 'compound': 0.9501, 'sarcasm': False}",positive,False
Marlon Brando,5.0,best show ever i started watching this show because i thought what is in this show why is it so popular  but after watching watching the pilot of the show it kinda starts growing on me and i finished all 10 seasons in a month this is the best sitcom ever you feel whats the characters feels you are happy with the happy endings and sad with the sad endings when i finished the show i got attached with the characters and i wanted to watch more and more best show waiting for the special reunion episode,best show ever i start watch this show because i think what be in this show why be it so popular but after watch watch the pilot of the show it kinda start grow on me and i finish all 10 season in a month this be the best sitcom ever you feel whats the character feel you be happy with the happy end and sad with the sad end when i finish the show i get attach with the character and i want to watch more and more best show wait for the special reunion episode,best show ever start watch show think show popular watch watch pilot show kinda start grow finish 10 season month best sitcom ever feel whats character feel happy happy end sad sad end finish show get attach character want watch best show wait special reunion episode,"{'neg': 0.09, 'neu': 0.522, 'pos': 0.388, 'compound': 0.9666}",positive,"{'neg': 0.09, 'neu': 0.522, 'pos': 0.388, 'compound': 0.9666, 'sarcasm': False}",positive,False
Chloe,5.0,"i love friends soooooo much my favorite tv show by far summary of main characters
joey loves food great at flirting is kinda dumb but we love him
ross loves dinosaurs is a doctor who talks bout boring stuff and gets lots of divorces and loves rachel
rachel loves fashion guys and ross
monica loves to be clean
phoebe loves to sing she also plays the guitar
chandler always tells dumb funny jokes",i love friends soooooo much my favorite tv show by far summary of main character joey love food great at flirt be kinda dumb but we love him ross love dinosaurs be a doctor who talk bout bore stuff and get lot of divorce and love rachel rachel love fashion guy and ross monica love to be clean phoebe love to sing she also play the guitar chandler always tell dumb funny joke,love friends soooooo much favorite tv show far summary main character joey love food great flirt kinda dumb love ross love dinosaurs doctor talk bout bore stuff get lot divorce love rachel rachel love fashion guy ross monica love clean phoebe love sing also play guitar chandler always tell dumb funny joke,"{'neg': 0.083, 'neu': 0.354, 'pos': 0.562, 'compound': 0.9936}",positive,"{'neg': 0.083, 'neu': 0.354, 'pos': 0.562, 'compound': 0.9936, 'sarcasm': False}",positive,False
Shubham Kumar,5.0,"no doubt friends is the best tv show ever and it will be always all the characters are just amazingly awesome especially joey yeah he is my favorite all the actors have one thing in common their timing of humor is magnificent the script is too good once you start watching it you would want to see it daily everything is perfect in this tv show
friendship love support humor sarcasm etc everything puts a smile on you face but when it will end you will cry a lot then you will watch it from the beginning i love it",no doubt friends be the best tv show ever and it will be always all the character be just amazingly awesome especially joey yeah he be my favorite all the actors have one thing in common their time of humor be magnificent the script be too good once you start watch it you would want to see it daily everything be perfect in this tv show friendship love support humor sarcasm etc everything put a smile on you face but when it will end you will cry a lot then you will watch it from the begin i love it,doubt friends best tv show ever always character amazingly awesome especially joey yeah favorite actors one thing common time humor magnificent script good start watch would want see daily everything perfect tv show friendship love support humor sarcasm etc everything put smile face end cry lot watch begin love,"{'neg': 0.086, 'neu': 0.343, 'pos': 0.571, 'compound': 0.9915}",positive,"{'neg': 0.086, 'neu': 0.343, 'pos': 0.571, 'compound': 1.0, 'sarcasm': False}",positive,False
